C++,Mult,0,600,0.198,261779737,37413071
C++,Mult,0,1000,1.098,1129528927,125445819
C++,Mult,0,1400,4.461,3096152537,348184067
C++,Mult,0,1800,9.493,6583788233,736760006
C++,Mult,0,2200,17.467,12002490854,1342488119
C++,Mult,0,2600,29.072,19805516916,2223294019
C++,Mult,0,3000,45.287,30417664501,3432829643
Java,Mult,0,600,0.214,0,0
Java,Mult,0,1000,1.186,0,0
Java,Mult,0,1400,4.324,0,0
Java,Mult,0,1800,9.542,0,0
Java,Mult,0,2200,16.954,0,0
Java,Mult,0,2600,29.938,0,0
Java,Mult,0,3000,52.062,0,0
C++,LineMult,0,600,0.111,27250461,631995
C++,LineMult,0,1000,0.512,125848629,5053566
C++,LineMult,0,1400,1.527,345802700,72730789
C++,LineMult,0,1800,3.295,740994229,226892140
C++,LineMult,0,2200,6.137,2088644684,441262126
C++,LineMult,0,2600,11.006,4419755207,764764449
C++,LineMult,0,3000,15.802,6793113366,1170483063
C++,LineMult,0,4000,39.159,16096839063,2725245723
C++,LineMult,0,6000,130.236,54207686941,9454381343
C++,LineMult,0,8000,319.326,128700346425,21439415586
C++,LineMult,0,10000,619.535,250656356177,42419940954
Java,LineMult,0,600,0.153,0,0
Java,LineMult,0,1000,0.736,0,0
Java,LineMult,0,1400,2.321,0,0
Java,LineMult,0,1800,5.044,0,0
Java,LineMult,0,2200,8.824,0,0
Java,LineMult,0,2600,14.674,0,0
Java,LineMult,0,3000,22.476,0,0
Java,LineMult,0,4000,43.668,0,0
Java,LineMult,0,6000,160.982,0,0
Java,LineMult,0,8000,421.397,0,0
Java,LineMult,0,10000,853.596,0,0
C++,Mult,1,600,0.196,264061969,38225777
C++,Mult,1,1000,1.005,1128427824,125367693
C++,Mult,1,1400,4.324,3094508017,345547487
C++,Mult,1,1800,9.371,6580294515,735415249
C++,Mult,1,2200,17.304,12000199029,1342050613
C++,Mult,1,2600,29.154,19802987770,2221758910
C++,Mult,1,3000,46.285,30414877261,3423412158
C++,Mult,2,600,0.105,129356481,20060428
C++,Mult,2,1000,0.599,576054873,77522506
C++,Mult,2,1400,2.228,1588076015,221792106
C++,Mult,2,1800,4.882,3384423382,480696459
C++,Mult,2,2200,8.992,6193106883,865041710
C++,Mult,2,2600,14.760,10223533189,1434863457
C++,Mult,2,3000,22.824,15704033557,2203473566
C++,Mult,3,600,0.074,85948562,12820485
C++,Mult,3,1000,0.393,382713171,48496379
C++,Mult,3,1400,1.497,1055099321,140088684
C++,Mult,3,1800,3.197,2243103198,301228424
C++,Mult,3,2200,5.939,4092999047,547983326
C++,Mult,3,2600,9.757,6749996024,903472970
C++,Mult,3,3000,15.148,10364198159,1388891540
C++,Mult,4,600,0.060,64271181,9408744
C++,Mult,4,1000,0.321,285935657,35813088
C++,Mult,4,1400,1.148,787156420,101595433
C++,Mult,4,1800,2.424,1674031620,218544166
C++,Mult,4,2200,4.607,3053177716,401922013
C++,Mult,4,2600,7.527,5037635300,662916313
C++,Mult,4,3000,11.435,7736676778,1039517778
C++,LineMult,1,600,0.117,27202910,531732
C++,LineMult,1,1000,0.562,125713179,5867129
C++,LineMult,1,1400,1.617,346631567,62397689
C++,LineMult,1,1800,3.464,741384344,206018583
C++,LineMult,1,2200,7.020,2081539089,357730219
C++,LineMult,1,2600,11.993,4402939997,578979876
C++,LineMult,1,3000,18.579,6766075459,916084459
C++,LineMult,2,600,0.063,13681813,311650
C++,LineMult,2,1000,0.282,63132096,2606533
C++,LineMult,2,1400,0.882,174787871,37353826
C++,LineMult,2,1800,1.957,373774250,130841154
C++,LineMult,2,2200,3.762,1034156268,261971448
C++,LineMult,2,2600,6.221,2195537568,426833801
C++,LineMult,2,3000,9.310,3384813947,614409639
C++,LineMult,3,600,0.043,9168847,217139
C++,LineMult,3,1000,0.203,42247843,3877306
C++,LineMult,3,1400,0.621,116268327,38836233
C++,LineMult,3,1800,1.395,250111199,92447736
C++,LineMult,3,2200,2.583,694067247,170798002
C++,LineMult,3,2600,4.378,1469107503,285086534
C++,LineMult,3,3000,6.524,2257686446,440999596
C++,LineMult,4,600,0.032,6875867,168383
C++,LineMult,4,1000,0.162,31752694,2204676
C++,LineMult,4,1400,0.476,87405341,27806808
C++,LineMult,4,1800,1.017,187359356,61972128
C++,LineMult,4,2200,1.939,521263601,119161668
C++,LineMult,4,2600,3.473,1102185518,207403242
C++,LineMult,4,3000,5.111,1694246487,306626811
